@relation './imbalanced dataset/cod-rna.libsvm-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute class {-1,1}

@data
{0 -896,1 120,2 0.2,3 0.225,4 0.266667,5 0.2,6 0.225,7 0.266667,8 1}
{0 -984,1 120,2 0.208333,3 0.216667,4 0.266667,5 0.208333,6 0.216667,7 0.266667,8 1}
{0 -794,1 121,2 0.231405,3 0.231405,4 0.247934,5 0.231405,6 0.231405,7 0.247934,8 1}
{0 -884,1 120,2 0.191667,3 0.233333,4 0.266667,5 0.191667,6 0.233333,7 0.266667,8 1}
{0 -1044,1 120,2 0.2,3 0.208333,4 0.283333,5 0.2,6 0.208333,7 0.283333,8 1}
{0 -946,1 120,2 0.208333,3 0.225,4 0.258333,5 0.208333,6 0.225,7 0.258333,8 1}
{0 -1054,1 120,2 0.208333,3 0.208333,4 0.266667,5 0.208333,6 0.208333,7 0.266667,8 1}
{0 -1022,1 121,2 0.198347,3 0.206612,4 0.280992,5 0.198347,6 0.206612,7 0.280992,8 1}
{0 -944,1 123,2 0.252033,3 0.154472,4 0.300813,5 0.252033,6 0.154472,7 0.300813,8 1}
{0 -818,1 121,2 0.231405,3 0.214876,4 0.280992,5 0.231405,6 0.214876,7 0.280992,8 1}
{0 -1034,1 120,2 0.208333,3 0.208333,4 0.275,5 0.208333,6 0.208333,7 0.275,8 1}
{0 -924,1 120,2 0.225,3 0.216667,4 0.275,5 0.225,6 0.216667,7 0.275,8 1}
{0 -974,1 120,2 0.191667,3 0.2,4 0.291667,5 0.191667,6 0.2,7 0.291667,8 1}
{0 -1012,1 120,2 0.225,3 0.208333,4 0.266667,5 0.225,6 0.208333,7 0.266667,8 1}
{0 -962,1 120,2 0.216667,3 0.208333,4 0.275,5 0.216667,6 0.208333,7 0.275,8 1}
{0 -700,1 118,2 0.237288,3 0.220339,4 0.271186,5 0.237288,6 0.220339,7 0.271186,8 1}
{0 -774,1 121,2 0.239669,3 0.239669,4 0.239669,5 0.239669,6 0.239669,7 0.239669,8 1}
{0 -1088,1 123,2 0.227642,3 0.146341,4 0.300813,5 0.227642,6 0.146341,7 0.300813,8 1}
{0 -840,1 120,2 0.233333,3 0.208333,4 0.283333,5 0.233333,6 0.208333,7 0.283333,8 1}
{0 -1096,1 122,2 0.180328,3 0.196721,4 0.278689,5 0.180328,6 0.196721,7 0.278689,8 1}
{0 -1034,1 123,2 0.186992,3 0.195122,4 0.317073,5 0.186992,6 0.195122,7 0.317073,8 1}
{0 -856,1 120,2 0.233333,3 0.2,4 0.266667,5 0.233333,6 0.2,7 0.266667,8 1}
{0 -772,1 120,2 0.258333,3 0.225,4 0.233333,5 0.258333,6 0.225,7 0.233333,8 1}
{0 -904,1 120,2 0.233333,3 0.208333,4 0.258333,5 0.233333,6 0.208333,7 0.258333,8 1}
{0 -864,1 120,2 0.241667,3 0.216667,4 0.25,5 0.241667,6 0.216667,7 0.25,8 1}
{0 -834,1 120,2 0.241667,3 0.233333,4 0.25,5 0.241667,6 0.233333,7 0.25,8 1}
{0 -834,1 120,2 0.25,3 0.225,4 0.25,5 0.25,6 0.225,7 0.25,8 1}
{0 -858,1 120,2 0.233333,3 0.216667,4 0.25,5 0.233333,6 0.216667,7 0.25,8 1}
{0 -678,1 120,2 0.241667,3 0.216667,4 0.241667,5 0.241667,6 0.216667,7 0.241667,8 1}
{0 -904,1 120,2 0.241667,3 0.208333,4 0.25,5 0.241667,6 0.208333,7 0.25,8 1}
{0 -688,1 121,2 0.264463,3 0.239669,4 0.247934,5 0.264463,6 0.239669,7 0.247934,8 1}
{0 -904,1 120,2 0.241667,3 0.208333,4 0.25,5 0.241667,6 0.208333,7 0.25,8 1}
{0 -722,1 118,2 0.211864,3 0.220339,4 0.271186,5 0.211864,6 0.220339,7 0.271186,8 1}
{0 -866,1 119,2 0.210084,3 0.201681,4 0.268908,5 0.210084,6 0.201681,7 0.268908,8 1}
{0 -886,1 119,2 0.226891,3 0.218487,4 0.252101,5 0.226891,6 0.218487,7 0.252101,8 1}
{0 -786,1 118,2 0.20339,3 0.220339,4 0.288136,5 0.20339,6 0.220339,7 0.288136,8 1}
{0 -924,1 118,2 0.194915,3 0.186441,4 0.305085,5 0.194915,6 0.186441,7 0.305085,8 1}
{0 -966,1 118,2 0.186441,3 0.177966,4 0.313559,5 0.186441,6 0.177966,7 0.313559,8 1}
{0 -928,1 118,2 0.186441,3 0.186441,4 0.305085,5 0.186441,6 0.186441,7 0.305085,8 1}
{0 -862,1 118,2 0.177966,3 0.186441,4 0.305085,5 0.177966,6 0.186441,7 0.305085,8 1}
{0 -946,1 118,2 0.177966,3 0.177966,4 0.313559,5 0.177966,6 0.177966,7 0.313559,8 1}
{0 -910,1 118,2 0.20339,3 0.211864,4 0.271186,5 0.20339,6 0.211864,7 0.271186,8 1}
{0 -810,1 118,2 0.220339,3 0.228814,4 0.262712,5 0.220339,6 0.228814,7 0.262712,8 1}
{0 -1108,1 119,2 0.218487,3 0.168067,4 0.310924,5 0.218487,6 0.168067,7 0.310924,8 1}
{0 -710,1 120,2 0.258333,3 0.191667,4 0.266667,5 0.258333,6 0.191667,7 0.266667,8 1}
{0 -604,1 119,2 0.285714,3 0.243697,4 0.226891,5 0.285714,6 0.243697,7 0.226891,8 1}
{0 -890,1 120,2 0.216667,3 0.225,4 0.258333,5 0.216667,6 0.225,7 0.258333,8 1}
{0 -974,1 119,2 0.226891,3 0.218487,4 0.252101,5 0.226891,6 0.218487,7 0.252101,8 1}
{0 -750,1 120,2 0.25,3 0.266667,4 0.216667,5 0.25,6 0.266667,7 0.216667,8 1}
{0 -774,1 120,2 0.275,3 0.233333,4 0.233333,5 0.275,6 0.233333,7 0.233333,8 1}
{0 -964,1 119,2 0.210084,3 0.184874,4 0.294118,5 0.210084,6 0.184874,7 0.294118,8 1}
{0 -992,1 120,2 0.225,3 0.225,4 0.258333,5 0.225,6 0.225,7 0.258333,8 1}
{0 -628,1 120,2 0.266667,3 0.233333,4 0.258333,5 0.266667,6 0.233333,7 0.258333,8 1}
{0 -800,1 120,2 0.2,3 0.233333,4 0.266667,5 0.2,6 0.233333,7 0.266667,8 1}
{0 -894,1 118,2 0.228814,3 0.20339,4 0.271186,5 0.228814,6 0.20339,7 0.271186,8 1}
{0 -764,1 118,2 0.262712,3 0.211864,4 0.245763,5 0.262712,6 0.211864,7 0.245763,8 1}
{0 -808,1 120,2 0.275,3 0.216667,4 0.241667,5 0.275,6 0.216667,7 0.241667,8 1}
{0 -744,1 120,2 0.275,3 0.241667,4 0.225,5 0.275,6 0.241667,7 0.225,8 1}
{0 -814,1 121,2 0.231405,3 0.214876,4 0.256198,5 0.231405,6 0.214876,7 0.256198,8 1}
{0 -890,1 122,2 0.204918,3 0.204918,4 0.311475,5 0.204918,6 0.204918,7 0.311475,8 1}
{0 -1398,1 126,2 0.206349,3 0.18254,4 0.301587,5 0.206349,6 0.18254,7 0.301587,8 1}
{0 -934,1 119,2 0.193277,3 0.176471,4 0.302521,5 0.193277,6 0.176471,7 0.302521,8 1}
{0 -978,1 119,2 0.193277,3 0.168067,4 0.310924,5 0.193277,6 0.168067,7 0.310924,8 1}
{0 -870,1 121,2 0.198347,3 0.206612,4 0.272727,5 0.198347,6 0.206612,7 0.272727,8 1}
{0 -1484,1 126,2 0.198413,3 0.166667,4 0.31746,5 0.198413,6 0.166667,7 0.31746,8 1}
{0 -1138,1 124,2 0.233871,3 0.16129,4 0.298387,5 0.233871,6 0.16129,7 0.298387,8 1}
{0 -1384,1 124,2 0.169355,3 0.120968,4 0.346774,5 0.169355,6 0.120968,7 0.346774,8 1}
{0 -1412,1 127,2 0.141732,3 0.141732,4 0.338583,5 0.141732,6 0.141732,7 0.338583,8 1}
{0 -554,1 75,2 0.213333,3 0.186667,4 0.293333,5 0.213333,6 0.186667,7 0.293333,8 1}
{0 -586,1 75,2 0.2,3 0.173333,4 0.306667,5 0.2,6 0.173333,7 0.306667,8 1}
{0 -624,1 75,2 0.186667,3 0.173333,4 0.293333,5 0.186667,6 0.173333,7 0.293333,8 1}
{0 -624,1 75,2 0.186667,3 0.213333,4 0.28,5 0.186667,6 0.213333,7 0.28,8 1}
{0 -672,1 76,2 0.157895,3 0.184211,4 0.315789,5 0.157895,6 0.184211,7 0.315789,8 1}
{0 -672,1 76,2 0.157895,3 0.184211,4 0.315789,5 0.157895,6 0.184211,7 0.315789,8 1}
{0 -646,1 76,2 0.171053,3 0.184211,4 0.315789,5 0.171053,6 0.184211,7 0.315789,8 1}
{0 -570,1 76,2 0.197368,3 0.197368,4 0.276316,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -612,1 76,2 0.144737,3 0.171053,4 0.328947,5 0.144737,6 0.171053,7 0.328947,8 1}
{0 -576,1 76,2 0.171053,3 0.197368,4 0.302632,5 0.171053,6 0.197368,7 0.302632,8 1}
{0 -318,1 75,2 0.253333,3 0.333333,4 0.2,5 0.253333,6 0.333333,7 0.2,8 1}
{0 -572,1 76,2 0.105263,3 0.223684,4 0.289474,5 0.105263,6 0.223684,7 0.289474,8 1}
{0 -480,1 76,2 0.118421,3 0.236842,4 0.276316,5 0.118421,6 0.236842,7 0.276316,8 1}
{0 -656,1 76,2 0.171053,3 0.171053,4 0.276316,5 0.171053,6 0.171053,7 0.276316,8 1}
{0 -676,1 76,2 0.171053,3 0.157895,4 0.289474,5 0.171053,6 0.157895,7 0.289474,8 1}
{0 -632,1 76,2 0.197368,3 0.184211,4 0.263158,5 0.197368,6 0.184211,7 0.263158,8 1}
{0 -584,1 76,2 0.210526,3 0.197368,4 0.25,5 0.210526,6 0.197368,7 0.25,8 1}
{0 -452,1 75,2 0.226667,3 0.213333,4 0.293333,5 0.226667,6 0.213333,7 0.293333,8 1}
{0 -510,1 74,2 0.216216,3 0.216216,4 0.283784,5 0.216216,6 0.216216,7 0.283784,8 1}
{0 -448,1 75,2 0.186667,3 0.266667,4 0.24,5 0.186667,6 0.266667,7 0.24,8 1}
{0 -542,1 77,2 0.181818,3 0.207792,4 0.272727,5 0.181818,6 0.207792,7 0.272727,8 1}
{0 -726,1 76,2 0.131579,3 0.184211,4 0.342105,5 0.131579,6 0.184211,7 0.342105,8 1}
{0 -600,1 77,2 0.155844,3 0.207792,4 0.298701,5 0.155844,6 0.207792,7 0.298701,8 1}
{0 -630,1 77,2 0.12987,3 0.194805,4 0.311688,5 0.12987,6 0.194805,7 0.311688,8 1}
{0 -536,1 77,2 0.142857,3 0.220779,4 0.285714,5 0.142857,6 0.220779,7 0.285714,8 1}
{0 -596,1 77,2 0.181818,3 0.194805,4 0.298701,5 0.181818,6 0.194805,7 0.298701,8 1}
{0 -596,1 77,2 0.181818,3 0.194805,4 0.298701,5 0.181818,6 0.194805,7 0.298701,8 1}
{0 -100,1 71,2 0.478873,3 0.338028,4 0.126761,5 0.478873,6 0.338028,7 0.126761,8 1}
{0 -176,1 71,2 0.408451,3 0.366197,4 0.140845,5 0.408451,6 0.366197,7 0.140845,8 1}
{0 -228,1 71,2 0.408451,3 0.352113,4 0.126761,5 0.408451,6 0.352113,7 0.126761,8 1}
{0 -234,1 72,2 0.416667,3 0.347222,4 0.125,5 0.416667,6 0.347222,7 0.125,8 1}
{0 -432,1 75,2 0.213333,3 0.226667,4 0.253333,5 0.213333,6 0.226667,7 0.253333,8 1}
{0 -488,1 75,2 0.173333,3 0.253333,4 0.253333,5 0.173333,6 0.253333,7 0.253333,8 1}
{0 -516,1 75,2 0.16,3 0.213333,4 0.293333,5 0.16,6 0.213333,7 0.293333,8 1}
{0 -534,1 76,2 0.171053,3 0.210526,4 0.289474,5 0.171053,6 0.210526,7 0.289474,8 1}
{0 -522,1 75,2 0.16,3 0.213333,4 0.293333,5 0.16,6 0.213333,7 0.293333,8 1}
{0 -520,1 76,2 0.184211,3 0.197368,4 0.276316,5 0.184211,6 0.197368,7 0.276316,8 1}
{0 -550,1 78,2 0.205128,3 0.230769,4 0.307692,5 0.205128,6 0.230769,7 0.307692,8 1}
{0 -610,1 78,2 0.179487,3 0.217949,4 0.307692,5 0.179487,6 0.217949,7 0.307692,8 1}
{0 -554,1 76,2 0.223684,3 0.210526,4 0.289474,5 0.223684,6 0.210526,7 0.289474,8 1}
{0 -658,1 76,2 0.171053,3 0.171053,4 0.355263,5 0.171053,6 0.171053,7 0.355263,8 1}
{0 -646,1 76,2 0.184211,3 0.171053,4 0.355263,5 0.184211,6 0.171053,7 0.355263,8 1}
{0 -634,1 75,2 0.186667,3 0.173333,4 0.346667,5 0.186667,6 0.173333,7 0.346667,8 1}
{0 -558,1 76,2 0.197368,3 0.197368,4 0.328947,5 0.197368,6 0.197368,7 0.328947,8 1}
{0 -544,1 76,2 0.223684,3 0.184211,4 0.328947,5 0.223684,6 0.184211,7 0.328947,8 1}
{0 -478,1 76,2 0.171053,3 0.25,4 0.289474,5 0.171053,6 0.25,7 0.289474,8 1}
{0 -478,1 76,2 0.171053,3 0.25,4 0.289474,5 0.171053,6 0.25,7 0.289474,8 1}
{0 -80,1 69,2 0.463768,3 0.42029,4 0.086957,5 0.463768,6 0.42029,7 0.086957,8 1}
{0 -218,1 72,2 0.291667,3 0.375,4 0.138889,5 0.291667,6 0.375,7 0.138889,8 1}
{0 -406,1 75,2 0.213333,3 0.226667,4 0.306667,5 0.213333,6 0.226667,7 0.306667,8 1}
{0 -532,1 75,2 0.16,3 0.2,4 0.32,5 0.16,6 0.2,7 0.32,8 1}
{0 -514,1 76,2 0.197368,3 0.210526,4 0.289474,5 0.197368,6 0.210526,7 0.289474,8 1}
{0 -574,1 76,2 0.184211,3 0.197368,4 0.302632,5 0.184211,6 0.197368,7 0.302632,8 1}
{0 -418,1 76,2 0.210526,3 0.223684,4 0.289474,5 0.210526,6 0.223684,7 0.289474,8 1}
{0 -494,1 75,2 0.2,3 0.253333,4 0.266667,5 0.2,6 0.253333,7 0.266667,8 1}
{0 -546,1 75,2 0.12,3 0.226667,4 0.32,5 0.12,6 0.226667,7 0.32,8 1}
{0 -510,1 75,2 0.146667,3 0.24,4 0.306667,5 0.146667,6 0.24,7 0.306667,8 1}
{0 -546,1 75,2 0.12,3 0.226667,4 0.32,5 0.12,6 0.226667,7 0.32,8 1}
{0 -646,1 77,2 0.207792,3 0.155844,4 0.311688,5 0.207792,6 0.155844,7 0.311688,8 1}
{0 -570,1 76,2 0.197368,3 0.210526,4 0.289474,5 0.197368,6 0.210526,7 0.289474,8 1}
{0 -558,1 76,2 0.210526,3 0.210526,4 0.276316,5 0.210526,6 0.210526,7 0.276316,8 1}
{0 -594,1 76,2 0.197368,3 0.210526,4 0.276316,5 0.197368,6 0.210526,7 0.276316,8 1}
{0 -612,1 76,2 0.197368,3 0.210526,4 0.276316,5 0.197368,6 0.210526,7 0.276316,8 1}
{0 -682,1 76,2 0.197368,3 0.210526,4 0.276316,5 0.197368,6 0.210526,7 0.276316,8 1}
{0 -646,1 76,2 0.184211,3 0.171053,4 0.315789,5 0.184211,6 0.171053,7 0.315789,8 1}
{0 -562,1 76,2 0.223684,3 0.197368,4 0.289474,5 0.223684,6 0.197368,7 0.289474,8 1}
{0 -524,1 76,2 0.25,3 0.236842,4 0.236842,5 0.25,6 0.236842,7 0.236842,8 1}
{0 -524,1 76,2 0.25,3 0.223684,4 0.25,5 0.25,6 0.223684,7 0.25,8 1}
{0 -392,1 76,2 0.25,3 0.263158,4 0.223684,5 0.25,6 0.263158,7 0.223684,8 1}
{0 -200,1 71,2 0.450704,3 0.239437,4 0.169014,5 0.450704,6 0.239437,7 0.169014,8 1}
{0 -510,1 76,2 0.223684,3 0.210526,4 0.25,5 0.223684,6 0.210526,7 0.25,8 1}
{0 -434,1 76,2 0.25,3 0.210526,4 0.236842,5 0.25,6 0.210526,7 0.236842,8 1}
{0 -422,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -476,1 76,2 0.223684,3 0.210526,4 0.25,5 0.223684,6 0.210526,7 0.25,8 1}
{0 -360,1 76,2 0.210526,3 0.276316,4 0.197368,5 0.210526,6 0.276316,7 0.197368,8 1}
{0 -454,1 76,2 0.223684,3 0.184211,4 0.263158,5 0.223684,6 0.184211,7 0.263158,8 1}
{0 -454,1 76,2 0.223684,3 0.184211,4 0.263158,5 0.223684,6 0.184211,7 0.263158,8 1}
{0 -454,1 76,2 0.223684,3 0.184211,4 0.263158,5 0.223684,6 0.184211,7 0.263158,8 1}
{0 -400,1 76,2 0.236842,3 0.197368,4 0.25,5 0.236842,6 0.197368,7 0.25,8 1}
{0 -454,1 76,2 0.223684,3 0.184211,4 0.263158,5 0.223684,6 0.184211,7 0.263158,8 1}
{0 -440,1 76,2 0.25,3 0.223684,4 0.236842,5 0.25,6 0.223684,7 0.236842,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -478,1 76,2 0.25,3 0.210526,4 0.25,5 0.25,6 0.210526,7 0.25,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -472,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -472,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -476,1 77,2 0.246753,3 0.220779,4 0.233766,5 0.246753,6 0.220779,7 0.233766,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -440,1 76,2 0.25,3 0.223684,4 0.236842,5 0.25,6 0.223684,7 0.236842,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -440,1 76,2 0.236842,3 0.223684,4 0.236842,5 0.236842,6 0.223684,7 0.236842,8 1}
{0 -312,1 74,2 0.243243,3 0.337838,4 0.22973,5 0.243243,6 0.337838,7 0.22973,8 1}
{0 -608,1 74,2 0.202703,3 0.216216,4 0.297297,5 0.202703,6 0.216216,7 0.297297,8 1}
{0 -698,1 74,2 0.162162,3 0.162162,4 0.337838,5 0.162162,6 0.162162,7 0.337838,8 1}
{0 -596,1 74,2 0.202703,3 0.216216,4 0.297297,5 0.202703,6 0.216216,7 0.297297,8 1}
{0 -608,1 74,2 0.202703,3 0.216216,4 0.297297,5 0.202703,6 0.216216,7 0.297297,8 1}
{0 -550,1 74,2 0.216216,3 0.243243,4 0.283784,5 0.216216,6 0.243243,7 0.283784,8 1}
{0 -450,1 74,2 0.202703,3 0.310811,4 0.243243,5 0.202703,6 0.310811,7 0.243243,8 1}
{0 -450,1 74,2 0.202703,3 0.297297,4 0.256757,5 0.202703,6 0.297297,7 0.256757,8 1}
{0 -548,1 74,2 0.216216,3 0.22973,4 0.283784,5 0.216216,6 0.22973,7 0.283784,8 1}
{0 -426,1 75,2 0.253333,3 0.293333,4 0.253333,5 0.253333,6 0.293333,7 0.253333,8 1}
{0 -454,1 74,2 0.243243,3 0.283784,4 0.243243,5 0.243243,6 0.283784,7 0.243243,8 1}
{0 -422,1 74,2 0.202703,3 0.283784,4 0.27027,5 0.202703,6 0.283784,7 0.27027,8 1}
{0 -588,1 74,2 0.202703,3 0.22973,4 0.297297,5 0.202703,6 0.22973,7 0.297297,8 1}
{0 -616,1 76,2 0.171053,3 0.223684,4 0.276316,5 0.171053,6 0.223684,7 0.276316,8 1}
{0 -532,1 75,2 0.173333,3 0.253333,4 0.32,5 0.173333,6 0.253333,7 0.32,8 1}
{0 -588,1 74,2 0.202703,3 0.22973,4 0.297297,5 0.202703,6 0.22973,7 0.297297,8 1}
{0 -532,1 75,2 0.173333,3 0.253333,4 0.32,5 0.173333,6 0.253333,7 0.32,8 1}
{0 -508,1 75,2 0.213333,3 0.306667,4 0.226667,5 0.213333,6 0.306667,7 0.226667,8 1}
{0 -262,1 75,2 0.32,3 0.333333,4 0.173333,5 0.32,6 0.333333,7 0.173333,8 1}
{0 -160,1 70,2 0.414286,3 0.371429,4 0.114286,5 0.414286,6 0.371429,7 0.114286,8 1}
{0 -302,1 72,2 0.319444,3 0.319444,4 0.208333,5 0.319444,6 0.319444,7 0.208333,8 1}
{0 -524,1 73,2 0.178082,3 0.246575,4 0.273973,5 0.178082,6 0.246575,7 0.273973,8 1}
{0 -556,1 74,2 0.202703,3 0.202703,4 0.297297,5 0.202703,6 0.202703,7 0.297297,8 1}
{0 -556,1 74,2 0.202703,3 0.202703,4 0.297297,5 0.202703,6 0.202703,7 0.297297,8 1}
{0 -656,1 74,2 0.135135,3 0.189189,4 0.324324,5 0.135135,6 0.189189,7 0.324324,8 1}
{0 -458,1 75,2 0.186667,3 0.253333,4 0.266667,5 0.186667,6 0.253333,7 0.266667,8 1}
{0 -618,1 74,2 0.148649,3 0.22973,4 0.310811,5 0.148649,6 0.22973,7 0.310811,8 1}
{0 -572,1 74,2 0.162162,3 0.216216,4 0.297297,5 0.162162,6 0.216216,7 0.297297,8 1}
{0 -718,1 77,2 0.155844,3 0.246753,4 0.25974,5 0.155844,6 0.246753,7 0.25974,8 1}
{0 -468,1 77,2 0.181818,3 0.246753,4 0.25974,5 0.181818,6 0.246753,7 0.25974,8 1}
{0 -580,1 77,2 0.181818,3 0.285714,4 0.246753,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -580,1 77,2 0.181818,3 0.285714,4 0.246753,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -342,1 75,2 0.28,3 0.333333,4 0.173333,5 0.28,6 0.333333,7 0.173333,8 1}
{0 -378,1 76,2 0.236842,3 0.289474,4 0.197368,5 0.236842,6 0.289474,7 0.197368,8 1}
{0 -418,1 76,2 0.236842,3 0.276316,4 0.210526,5 0.236842,6 0.276316,7 0.210526,8 1}
{0 -470,1 76,2 0.236842,3 0.236842,4 0.236842,5 0.236842,6 0.236842,7 0.236842,8 1}
{0 -560,1 76,2 0.171053,3 0.223684,4 0.289474,5 0.171053,6 0.223684,7 0.289474,8 1}
{0 -496,1 76,2 0.184211,3 0.236842,4 0.276316,5 0.184211,6 0.236842,7 0.276316,8 1}
{0 -496,1 76,2 0.184211,3 0.236842,4 0.276316,5 0.184211,6 0.236842,7 0.276316,8 1}
{0 -670,1 77,2 0.181818,3 0.168831,4 0.311688,5 0.181818,6 0.168831,7 0.311688,8 1}
{0 -688,1 78,2 0.166667,3 0.192308,4 0.320513,5 0.166667,6 0.192308,7 0.320513,8 1}
{0 -480,1 77,2 0.246753,3 0.246753,4 0.25974,5 0.246753,6 0.246753,7 0.25974,8 1}
{0 -380,1 77,2 0.25974,3 0.25974,4 0.220779,5 0.25974,6 0.25974,7 0.220779,8 1}
{0 -380,1 77,2 0.25974,3 0.25974,4 0.220779,5 0.25974,6 0.25974,7 0.220779,8 1}
{0 -620,1 77,2 0.207792,3 0.194805,4 0.285714,5 0.207792,6 0.194805,7 0.285714,8 1}
{0 -532,1 77,2 0.207792,3 0.220779,4 0.246753,5 0.207792,6 0.220779,7 0.246753,8 1}
{0 -576,1 77,2 0.207792,3 0.220779,4 0.246753,5 0.207792,6 0.220779,7 0.246753,8 1}
{0 -642,1 76,2 0.197368,3 0.210526,4 0.289474,5 0.197368,6 0.210526,7 0.289474,8 1}
{0 -588,1 75,2 0.2,3 0.2,4 0.266667,5 0.2,6 0.2,7 0.266667,8 1}
{0 -588,1 75,2 0.2,3 0.2,4 0.266667,5 0.2,6 0.2,7 0.266667,8 1}
{0 -222,1 76,2 0.355263,3 0.355263,4 0.131579,5 0.355263,6 0.355263,7 0.131579,8 1}
{0 -318,1 77,2 0.25974,3 0.298701,4 0.207792,5 0.25974,6 0.298701,7 0.207792,8 1}
{0 -220,1 72,2 0.402778,3 0.347222,4 0.111111,5 0.402778,6 0.347222,7 0.111111,8 1}
{0 -238,1 72,2 0.388889,3 0.305556,4 0.152778,5 0.388889,6 0.305556,7 0.152778,8 1}
{0 -502,1 77,2 0.194805,3 0.207792,4 0.285714,5 0.194805,6 0.207792,7 0.285714,8 1}
{0 -512,1 77,2 0.207792,3 0.220779,4 0.272727,5 0.207792,6 0.220779,7 0.272727,8 1}
{0 -508,1 77,2 0.207792,3 0.220779,4 0.272727,5 0.207792,6 0.220779,7 0.272727,8 1}
{0 -506,1 77,2 0.181818,3 0.220779,4 0.285714,5 0.181818,6 0.220779,7 0.285714,8 1}
{0 -502,1 77,2 0.168831,3 0.207792,4 0.272727,5 0.168831,6 0.207792,7 0.272727,8 1}
{0 -758,1 77,2 0.155844,3 0.207792,4 0.298701,5 0.155844,6 0.207792,7 0.298701,8 1}
{0 -692,1 77,2 0.181818,3 0.207792,4 0.298701,5 0.181818,6 0.207792,7 0.298701,8 1}
{0 -438,1 76,2 0.236842,3 0.25,4 0.25,5 0.236842,6 0.25,7 0.25,8 1}
{0 -566,1 76,2 0.210526,3 0.210526,4 0.289474,5 0.210526,6 0.210526,7 0.289474,8 1}
{0 -502,1 76,2 0.236842,3 0.276316,4 0.223684,5 0.236842,6 0.276316,7 0.223684,8 1}
{0 -502,1 76,2 0.236842,3 0.276316,4 0.223684,5 0.236842,6 0.276316,7 0.223684,8 1}
{0 -500,1 76,2 0.223684,3 0.276316,4 0.236842,5 0.223684,6 0.276316,7 0.236842,8 1}
{0 -422,1 75,2 0.28,3 0.293333,4 0.213333,5 0.28,6 0.293333,7 0.213333,8 1}
{0 -314,1 68,2 0.308824,3 0.294118,4 0.205882,5 0.308824,6 0.294118,7 0.205882,8 1}
{0 -150,1 67,2 0.373134,3 0.253731,4 0.208955,5 0.373134,6 0.253731,7 0.208955,8 1}
{0 -314,1 70,2 0.328571,3 0.285714,4 0.214286,5 0.328571,6 0.285714,7 0.214286,8 1}
{0 -530,1 76,2 0.197368,3 0.25,4 0.263158,5 0.197368,6 0.25,7 0.263158,8 1}
{0 -456,1 76,2 0.197368,3 0.276316,4 0.236842,5 0.197368,6 0.276316,7 0.236842,8 1}
{0 -470,1 76,2 0.144737,3 0.236842,4 0.289474,5 0.144737,6 0.236842,7 0.289474,8 1}
{0 -540,1 76,2 0.171053,3 0.210526,4 0.289474,5 0.171053,6 0.210526,7 0.289474,8 1}
{0 -538,1 76,2 0.197368,3 0.236842,4 0.263158,5 0.197368,6 0.236842,7 0.263158,8 1}
{0 -540,1 76,2 0.171053,3 0.210526,4 0.289474,5 0.171053,6 0.210526,7 0.289474,8 1}
{0 -582,1 76,2 0.157895,3 0.197368,4 0.302632,5 0.157895,6 0.197368,7 0.302632,8 1}
{0 -540,1 76,2 0.171053,3 0.210526,4 0.289474,5 0.171053,6 0.210526,7 0.289474,8 1}
{0 -582,1 76,2 0.157895,3 0.197368,4 0.302632,5 0.157895,6 0.197368,7 0.302632,8 1}
{0 -544,1 76,2 0.197368,3 0.236842,4 0.263158,5 0.197368,6 0.236842,7 0.263158,8 1}
{0 -582,1 76,2 0.157895,3 0.197368,4 0.302632,5 0.157895,6 0.197368,7 0.302632,8 1}
{0 -540,1 76,2 0.171053,3 0.210526,4 0.289474,5 0.171053,6 0.210526,7 0.289474,8 1}
{0 -544,1 76,2 0.197368,3 0.236842,4 0.263158,5 0.197368,6 0.236842,7 0.263158,8 1}
{0 -516,1 87,2 0.264368,3 0.252874,4 0.229885,5 0.264368,6 0.252874,7 0.229885,8 1}
{0 -520,1 85,2 0.223529,3 0.235294,4 0.258824,5 0.223529,6 0.235294,7 0.258824,8 1}
